AuthorID,Author,Date,Content,Attachments,Reactions
"550449409897267214","George E#7769","08-Aug-22 11:27 AM","@MrDKOz created an excellent Notion site to guide you on your journey: https://mrdkoz.notion.site/Max-Fosh-Goldfosh-Hunt-1f6b89eeee664bdc92e5a3d174dc5ab8","","👍 (25),pog (14),upvote (11),🙏 (2),🇵 (4),🇴 (4),🇬 (4),😈 (1),🇪 (2),🇷 (3),🇸 (2),👁️ (1),🦸‍♂️ (1),🇦🇹 (3),💯 (1)"
"550449409897267214","George E#7769","09-Aug-22 06:25 PM","An interview with Max about the hunt: https://mysteriouswritings.com/six-questions-with-max-fosh-on-the-100000-treasure-hunt-for-the-goldfosh

Confirmed by an update to Max's comment (in #🕵clues)","","🥁 (8),upvote (6),pog (7),mealdeal (1),foshsalute (2),6️⃣ (6),🇾 (5),🇷 (4),🇴 (5),🇱 (5),🇩 (5),🤨 (5),🇳 (2),🇮 (2),🇨 (1),🇪 (3)"
"550449409897267214","George E#7769","09-Aug-22 08:11 PM","@MrDKOz’s **New To The Hunt?** guide: https://mrdkoz.notion.site/New-To-The-Hunt-1f8f0504849645aeb5b387d8be2c90fb","","🆗 (16),🇨🇿 (11),❤️ (10),upvote (8),💯 (2),stomp (3),👍 (6),🇦🇹 (4),Maxmug (1),🇲🇾 (1),pog (2),🇵 (1),🇮 (1),🇳 (1),foshsalute (1)"
